user_id,session_id,pageview_id,session_duration,event_type,event_time
user_41,session_795,page_1048,197,page_view,2025-03-09T15:46:26.124986
user_29,session_688,page_1586,451,purchase,2025-03-09T03:59:26.124988
user_52,session_444,page_17,39,purchase,2025-03-09T16:50:26.124990
user_91,session_452,page_4284,340,purchase,2025-03-09T21:41:26.124992
user_39,session_321,page_4828,411,video_play,2025-03-09T20:58:26.124994
user_40,session_274,page_1419,207,purchase,2025-03-09T12:50:26.124995
user_35,session_81,page_1423,94,ad_click,2025-03-09T15:06:26.124997
user_43,session_798,page_1621,434,ad_click,2025-03-09T05:30:26.124999
user_13,session_299,page_3230,106,page_view,2025-03-09T19:23:26.125000
user_59,session_581,page_3754,40,purchase,2025-03-09T07:15:26.125002
user_99,session_19,page_3903,223,ad_click,2025-03-09T21:04:26.125004
user_24,session_489,page_992,416,ad_click,2025-03-09T02:21:26.125006
user_34,session_744,page_4488,153,purchase,2025-03-09T22:39:26.125007
user_55,session_200,page_906,193,form_submit,2025-03-09T08:02:26.125009
user_96,session_540,page_3247,91,ad_click,2025-03-09T13:20:26.125011
user_18,session_385,page_3175,173,ad_click,2025-03-09T03:32:26.125012
user_25,session_726,page_1245,520,ad_click,2025-03-09T10:36:26.125014
user_91,session_110,page_1685,56,form_submit,2025-03-09T18:38:26.125016
user_46,session_546,page_3556,387,ad_click,2025-03-09T18:20:26.125017
user_17,session_253,page_3448,214,page_view,2025-03-09T05:15:26.125019
user_94,session_909,page_4178,524,ad_click,2025-03-10T00:08:26.125021
user_56,session_14,page_3711,518,ad_click,2025-03-09T15:06:26.125022
user_94,session_665,page_4596,348,form_submit,2025-03-09T09:32:26.125024
user_65,session_850,page_4597,428,purchase,2025-03-09T05:48:26.125026
user_15,session_399,page_506,38,page_view,2025-03-09T14:01:26.125028
user_31,session_248,page_2210,261,ad_click,2025-03-09T11:29:26.125029
user_92,session_612,page_3873,39,video_play,2025-03-09T20:56:26.125031
user_58,session_175,page_1969,72,purchase,2025-03-09T01:52:26.125033
user_98,session_329,page_2229,120,purchase,2025-03-09T07:03:26.125034
user_68,session_82,page_4486,199,form_submit,2025-03-09T09:05:26.125036
user_20,session_113,page_1890,513,purchase,2025-03-09T04:00:26.125038
user_19,session_950,page_1814,256,purchase,2025-03-09T09:37:26.125040
user_61,session_392,page_1370,427,ad_click,2025-03-09T03:40:26.125041
user_9,session_477,page_2219,232,purchase,2025-03-09T09:55:26.125043
user_46,session_471,page_754,106,ad_click,2025-03-09T15:44:26.125045
user_36,session_858,page_2815,33,ad_click,2025-03-09T01:00:26.125047
user_33,session_687,page_4568,352,page_view,2025-03-09T01:43:26.125048
user_29,session_285,page_3551,538,form_submit,2025-03-09T10:07:26.125050
user_21,session_609,page_342,136,purchase,2025-03-10T00:25:26.125052
user_68,session_328,page_2709,536,form_submit,2025-03-09T02:06:26.125053
user_52,session_210,page_2455,299,page_view,2025-03-09T01:10:26.125055
user_59,session_416,page_4642,549,video_play,2025-03-09T12:57:26.125057
user_56,session_698,page_175,219,form_submit,2025-03-09T10:56:26.125058
user_66,session_445,page_2948,508,form_submit,2025-03-09T03:21:26.125060
user_13,session_964,page_4829,180,purchase,2025-03-09T17:57:26.125062
user_5,session_799,page_1904,225,page_view,2025-03-09T21:08:26.125064
user_2,session_427,page_3377,317,ad_click,2025-03-09T19:14:26.125065
user_16,session_322,page_4353,598,purchase,2025-03-09T22:31:26.125067
user_30,session_375,page_4517,576,purchase,2025-03-09T08:10:26.125069
user_92,session_17,page_4291,425,page_view,2025-03-09T16:49:26.125070
user_54,session_501,page_4022,91,page_view,2025-03-09T15:01:26.125072
user_51,session_163,page_2906,277,form_submit,2025-03-09T12:57:26.125074
user_46,session_911,page_580,40,ad_click,2025-03-09T13:16:26.125076
user_28,session_371,page_717,344,page_view,2025-03-09T00:57:26.125077
user_25,session_940,page_552,253,purchase,2025-03-09T17:53:26.125079
user_59,session_892,page_1846,161,form_submit,2025-03-09T15:42:26.125081
user_64,session_259,page_852,390,page_view,2025-03-09T20:23:26.125082
user_91,session_194,page_2556,235,ad_click,2025-03-09T12:42:26.125084
user_12,session_708,page_219,283,video_play,2025-03-09T22:34:26.125086
user_44,session_183,page_4966,406,form_submit,2025-03-09T18:08:26.125088
user_76,session_691,page_154,315,purchase,2025-03-09T02:45:26.125089
user_33,session_116,page_744,459,form_submit,2025-03-09T07:08:26.125091
user_75,session_272,page_3859,405,purchase,2025-03-09T22:54:26.125093
user_61,session_376,page_4223,530,purchase,2025-03-09T04:52:26.125094
user_73,session_540,page_2625,257,ad_click,2025-03-09T23:34:26.125096
