user_id,session_id,pageview_id,session_duration,event_type,event_time
user_24,session_615,page_3361,100,video_play,2025-03-09T22:06:26.125853
user_51,session_5,page_1181,90,form_submit,2025-03-09T07:40:26.125855
user_84,session_759,page_1681,395,ad_click,2025-03-09T16:34:26.125856
user_34,session_127,page_396,480,page_view,2025-03-09T02:41:26.125858
user_93,session_162,page_1455,570,purchase,2025-03-09T21:29:26.125860
user_38,session_991,page_3057,307,purchase,2025-03-09T22:40:26.125862
user_28,session_684,page_1860,65,page_view,2025-03-09T10:59:26.125863
user_58,session_465,page_2269,188,purchase,2025-03-09T15:48:26.125865
user_96,session_615,page_1864,481,page_view,2025-03-09T15:35:26.125867
user_6,session_978,page_1740,97,form_submit,2025-03-09T23:25:26.125869
user_54,session_554,page_3537,85,form_submit,2025-03-09T01:35:26.125870
user_89,session_389,page_4068,309,form_submit,2025-03-09T21:45:26.125872
user_41,session_521,page_2011,231,video_play,2025-03-09T20:02:26.125874
user_47,session_558,page_3380,306,video_play,2025-03-09T16:07:26.125876
user_56,session_415,page_2489,149,page_view,2025-03-09T11:12:26.125877
user_13,session_159,page_4123,37,purchase,2025-03-09T02:56:26.125879
user_76,session_841,page_3652,444,ad_click,2025-03-09T20:40:26.125881
user_31,session_541,page_4080,302,ad_click,2025-03-09T19:01:26.125882
user_5,session_397,page_2947,271,ad_click,2025-03-09T16:21:26.125884
user_75,session_377,page_375,198,form_submit,2025-03-09T22:02:26.125886
user_36,session_370,page_4291,448,page_view,2025-03-10T00:27:26.125888
user_20,session_683,page_343,115,video_play,2025-03-09T19:37:26.125889
user_13,session_775,page_4051,130,form_submit,2025-03-09T13:24:26.125891
user_36,session_967,page_97,11,page_view,2025-03-09T11:44:26.125893
user_4,session_604,page_4147,156,ad_click,2025-03-09T08:32:26.125895
user_53,session_600,page_4952,203,form_submit,2025-03-09T01:10:26.125896
user_71,session_119,page_2322,117,form_submit,2025-03-09T20:30:26.125898
user_57,session_681,page_4677,314,ad_click,2025-03-09T23:59:26.125900
user_4,session_268,page_4484,597,video_play,2025-03-09T21:10:26.125902
user_78,session_971,page_2040,27,form_submit,2025-03-09T03:58:26.125903
user_91,session_949,page_4179,136,purchase,2025-03-09T21:27:26.125905
user_81,session_705,page_2082,389,form_submit,2025-03-09T06:43:26.125907
user_43,session_132,page_1692,118,ad_click,2025-03-09T05:24:26.125909
user_84,session_718,page_3892,74,page_view,2025-03-09T18:20:26.125910
user_65,session_575,page_2091,451,page_view,2025-03-09T19:41:26.125912
user_76,session_491,page_1846,289,purchase,2025-03-09T09:45:26.125914
user_82,session_874,page_1192,549,purchase,2025-03-09T05:54:26.125915
user_90,session_398,page_3524,391,form_submit,2025-03-09T12:20:26.125917
user_24,session_247,page_4105,502,video_play,2025-03-09T09:34:26.125919
user_10,session_906,page_4104,517,page_view,2025-03-09T14:46:26.125920
user_97,session_766,page_64,186,page_view,2025-03-09T17:35:26.125922
user_67,session_32,page_3090,171,purchase,2025-03-09T01:59:26.125924
user_11,session_43,page_263,219,video_play,2025-03-09T14:38:26.125925
user_8,session_563,page_500,479,page_view,2025-03-09T18:05:26.125927
user_88,session_754,page_81,568,ad_click,2025-03-09T16:41:26.125929
user_71,session_158,page_4128,549,form_submit,2025-03-09T16:34:26.125931
user_84,session_776,page_4543,66,video_play,2025-03-09T15:59:26.125932
user_56,session_516,page_2893,23,form_submit,2025-03-09T07:10:26.125934
user_9,session_901,page_4004,580,ad_click,2025-03-09T12:33:26.125936
user_2,session_138,page_4462,507,form_submit,2025-03-09T09:04:26.125938
user_90,session_938,page_4052,373,form_submit,2025-03-09T10:45:26.125939
user_83,session_164,page_385,489,form_submit,2025-03-09T11:09:26.125941
user_50,session_915,page_2553,360,page_view,2025-03-09T11:07:26.125943
user_97,session_938,page_3342,160,purchase,2025-03-09T06:54:26.125944
user_7,session_570,page_4326,19,page_view,2025-03-09T04:50:26.125946
user_13,session_852,page_431,518,video_play,2025-03-09T11:28:26.125948
user_4,session_972,page_619,335,purchase,2025-03-09T16:24:26.125950
user_78,session_635,page_1112,215,page_view,2025-03-09T23:19:26.125951
user_52,session_258,page_2194,473,ad_click,2025-03-09T16:47:26.125953
user_83,session_698,page_714,176,purchase,2025-03-09T02:58:26.125955
