user_id,session_id,pageview_id,session_duration,event_type,event_time
user_39,session_87,page_1996,226,ad_click,2025-03-09T15:35:26.123142
user_34,session_212,page_1670,553,page_view,2025-03-09T08:44:26.123144
user_12,session_634,page_560,22,ad_click,2025-03-09T07:54:26.123146
user_49,session_364,page_1444,485,page_view,2025-03-09T03:29:26.123148
user_35,session_259,page_1717,29,page_view,2025-03-09T02:17:26.123149
user_70,session_275,page_3411,563,form_submit,2025-03-09T01:50:26.123151
user_36,session_567,page_4182,187,purchase,2025-03-09T07:54:26.123153
user_51,session_795,page_1744,18,page_view,2025-03-09T13:29:26.123155
user_27,session_77,page_1109,141,form_submit,2025-03-09T15:33:26.123157
user_17,session_459,page_1833,267,purchase,2025-03-09T19:58:26.123159
user_31,session_50,page_3873,531,purchase,2025-03-09T19:46:26.123161
user_21,session_823,page_4394,451,purchase,2025-03-09T11:56:26.123163
user_94,session_336,page_1463,97,page_view,2025-03-09T18:49:26.123165
user_9,session_694,page_1601,292,video_play,2025-03-09T16:45:26.123167
user_87,session_659,page_4993,13,ad_click,2025-03-09T21:25:26.123169
user_25,session_470,page_2850,308,purchase,2025-03-09T02:12:26.123171
user_83,session_946,page_3075,160,ad_click,2025-03-10T00:17:26.123172
user_11,session_645,page_2488,525,purchase,2025-03-09T18:29:26.123174
user_68,session_715,page_4136,396,video_play,2025-03-09T22:02:26.123176
user_83,session_334,page_2364,172,purchase,2025-03-09T21:38:26.123178
user_85,session_494,page_2912,146,ad_click,2025-03-09T19:26:26.123180
user_22,session_358,page_2412,488,video_play,2025-03-09T13:04:26.123182
user_85,session_737,page_229,280,page_view,2025-03-09T07:39:26.123184
user_2,session_658,page_2711,252,purchase,2025-03-09T20:44:26.123186
user_20,session_34,page_4514,30,ad_click,2025-03-09T20:08:26.123188
user_1,session_268,page_4153,158,form_submit,2025-03-09T10:22:26.123190
user_7,session_476,page_4972,571,form_submit,2025-03-09T01:15:26.123192
user_54,session_367,page_3910,356,page_view,2025-03-09T16:40:26.123194
user_2,session_635,page_3174,539,purchase,2025-03-09T10:12:26.123196
user_69,session_916,page_778,380,purchase,2025-03-09T12:37:26.123198
user_88,session_26,page_3507,318,form_submit,2025-03-09T04:21:26.123200
user_77,session_763,page_3350,396,video_play,2025-03-09T06:00:26.123202
user_60,session_861,page_1912,167,video_play,2025-03-09T18:39:26.123203
user_89,session_960,page_169,280,video_play,2025-03-09T15:34:26.123205
user_32,session_848,page_4303,501,page_view,2025-03-09T23:41:26.123207
