user_id,session_id,pageview_id,session_duration,event_type,event_time
user_1,session_432,page_2767,526,purchase,2025-03-09T07:57:26.121115
user_14,session_664,page_2780,221,ad_click,2025-03-09T16:54:26.121116
user_43,session_267,page_4409,302,form_submit,2025-03-09T04:48:26.121118
user_47,session_447,page_3714,480,ad_click,2025-03-09T03:35:26.121120
user_50,session_656,page_4940,583,video_play,2025-03-09T22:08:26.121122
user_38,session_279,page_4428,479,page_view,2025-03-09T06:26:26.121123
user_46,session_597,page_1968,416,page_view,2025-03-09T09:35:26.121125
user_34,session_716,page_2742,537,purchase,2025-03-09T09:19:26.121127
user_37,session_343,page_4918,242,video_play,2025-03-09T17:47:26.121128
user_5,session_530,page_3104,553,purchase,2025-03-09T22:17:26.121130
user_87,session_239,page_1740,397,video_play,2025-03-09T05:57:26.121132
user_82,session_231,page_1331,488,purchase,2025-03-09T14:24:26.121133
user_33,session_740,page_2532,390,ad_click,2025-03-09T02:25:26.121135
user_43,session_516,page_3523,480,page_view,2025-03-09T17:10:26.121137
user_84,session_684,page_3965,585,form_submit,2025-03-09T14:28:26.121138
user_4,session_470,page_4019,554,form_submit,2025-03-09T07:50:26.121140
user_65,session_827,page_3055,430,form_submit,2025-03-09T12:05:26.121142
user_13,session_790,page_72,312,ad_click,2025-03-09T06:24:26.121143
user_43,session_432,page_3903,584,page_view,2025-03-09T11:53:26.121145
user_75,session_955,page_1751,503,ad_click,2025-03-09T13:03:26.121147
user_42,session_691,page_679,558,ad_click,2025-03-10T00:01:26.121148
user_35,session_796,page_466,443,form_submit,2025-03-09T21:58:26.121150
user_24,session_23,page_2246,10,page_view,2025-03-09T11:24:26.121152
user_16,session_595,page_546,381,video_play,2025-03-09T17:04:26.121153
user_55,session_920,page_4452,468,video_play,2025-03-09T10:39:26.121155
user_72,session_573,page_4969,582,form_submit,2025-03-09T02:06:26.121157
user_70,session_110,page_1434,14,purchase,2025-03-09T11:36:26.121159
user_42,session_721,page_2843,231,page_view,2025-03-09T10:57:26.121160
user_94,session_86,page_965,339,purchase,2025-03-09T05:48:26.121162
user_50,session_758,page_1083,176,form_submit,2025-03-09T06:54:26.121164
user_39,session_252,page_1184,78,video_play,2025-03-09T21:36:26.121165
user_71,session_712,page_421,595,ad_click,2025-03-09T23:58:26.121167
user_4,session_739,page_3605,190,ad_click,2025-03-09T13:21:26.121169
user_14,session_765,page_3228,142,video_play,2025-03-09T02:41:26.121171
user_47,session_234,page_3923,179,page_view,2025-03-09T22:49:26.121172
user_5,session_800,page_3311,240,video_play,2025-03-10T00:16:26.121174
user_38,session_156,page_2294,84,page_view,2025-03-09T19:28:26.121176
user_52,session_596,page_3638,222,page_view,2025-03-09T04:38:26.121177
user_93,session_904,page_3198,148,ad_click,2025-03-09T11:37:26.121179
user_84,session_848,page_745,471,purchase,2025-03-09T07:03:26.121181
user_93,session_285,page_2034,561,ad_click,2025-03-09T09:56:26.121183
user_63,session_86,page_829,114,purchase,2025-03-09T11:01:26.121184
user_43,session_625,page_288,512,video_play,2025-03-10T00:24:26.121186
user_35,session_333,page_711,254,purchase,2025-03-09T11:18:26.121188
user_77,session_810,page_1071,314,ad_click,2025-03-09T12:34:26.121190
user_14,session_402,page_698,295,page_view,2025-03-09T20:39:26.121191
user_27,session_996,page_3324,206,video_play,2025-03-10T00:01:26.121193
user_77,session_407,page_3647,328,form_submit,2025-03-09T01:00:26.121195
user_14,session_692,page_3961,269,ad_click,2025-03-09T09:25:26.121196
user_13,session_519,page_4326,416,form_submit,2025-03-09T02:57:26.121198
