user_id,session_id,pageview_id,session_duration,event_type,event_time
user_48,session_366,page_309,80,video_play,2025-03-09T08:09:26.127644
user_10,session_847,page_3929,598,purchase,2025-03-09T15:53:26.127646
user_18,session_886,page_1679,578,form_submit,2025-03-09T19:10:26.127648
user_81,session_965,page_1417,321,purchase,2025-03-09T05:10:26.127650
user_33,session_101,page_4048,541,form_submit,2025-03-09T11:53:26.127652
user_14,session_659,page_1274,473,page_view,2025-03-09T13:32:26.127653
user_76,session_57,page_841,151,page_view,2025-03-09T11:13:26.127655
user_92,session_543,page_4286,134,form_submit,2025-03-09T15:25:26.127657
user_94,session_463,page_401,454,ad_click,2025-03-09T21:41:26.127659
user_60,session_687,page_3718,409,purchase,2025-03-09T08:13:26.127661
user_88,session_869,page_618,387,video_play,2025-03-09T23:01:26.127662
user_17,session_937,page_362,535,form_submit,2025-03-09T09:47:26.127664
user_91,session_306,page_2006,583,form_submit,2025-03-09T01:19:26.127666
user_30,session_968,page_4218,128,ad_click,2025-03-09T22:49:26.127668
user_2,session_715,page_2230,574,ad_click,2025-03-09T04:37:26.127670
user_79,session_556,page_4946,305,form_submit,2025-03-09T14:28:26.127671
user_32,session_771,page_4428,74,page_view,2025-03-09T03:54:26.127673
user_76,session_590,page_947,471,ad_click,2025-03-09T02:04:26.127675
user_92,session_896,page_1176,447,page_view,2025-03-09T03:20:26.127677
user_58,session_232,page_678,76,purchase,2025-03-09T11:02:26.127679
user_95,session_415,page_2796,80,form_submit,2025-03-09T14:54:26.127681
user_18,session_823,page_2236,475,form_submit,2025-03-09T20:12:26.127683
user_87,session_123,page_3928,10,purchase,2025-03-09T04:29:26.127685
user_23,session_408,page_862,538,page_view,2025-03-09T00:47:26.127686
user_6,session_973,page_3549,95,page_view,2025-03-09T10:22:26.127688
