user_id,session_id,pageview_id,session_duration,event_type,event_time
user_13,session_187,page_221,181,video_play,2025-03-09T21:09:26.118242
user_57,session_565,page_4382,133,page_view,2025-03-09T17:10:26.118244
user_35,session_497,page_3330,55,video_play,2025-03-09T12:13:26.118246
user_83,session_45,page_1568,373,purchase,2025-03-09T06:26:26.118247
user_99,session_638,page_3763,128,page_view,2025-03-09T13:16:26.118249
user_8,session_120,page_2234,339,ad_click,2025-03-09T18:26:26.118251
user_75,session_468,page_2781,258,purchase,2025-03-09T06:26:26.118252
user_71,session_595,page_57,593,video_play,2025-03-09T21:13:26.118254
user_54,session_303,page_204,279,page_view,2025-03-09T07:46:26.118256
user_42,session_893,page_2544,136,form_submit,2025-03-09T18:25:26.118257
user_41,session_451,page_170,358,video_play,2025-03-09T03:07:26.118259
user_53,session_845,page_3779,251,page_view,2025-03-09T14:53:26.118261
user_53,session_421,page_3290,139,video_play,2025-03-09T07:51:26.118262
