user_id,session_id,pageview_id,session_duration,event_type,event_time
user_59,session_946,page_2090,409,form_submit,2025-03-09T02:55:26.126699
user_3,session_648,page_461,354,purchase,2025-03-09T17:59:26.126700
user_55,session_856,page_3568,156,form_submit,2025-03-09T06:29:26.126702
user_24,session_127,page_3225,319,video_play,2025-03-09T05:49:26.126704
user_62,session_458,page_2604,502,purchase,2025-03-09T17:47:26.126705
user_39,session_872,page_153,409,video_play,2025-03-09T14:28:26.126707
user_16,session_597,page_3334,75,video_play,2025-03-09T10:18:26.126709
user_64,session_185,page_3252,174,page_view,2025-03-09T21:43:26.126710
user_32,session_321,page_2798,186,ad_click,2025-03-09T21:38:26.126712
user_23,session_511,page_3236,542,purchase,2025-03-09T12:34:26.126713
user_89,session_583,page_2417,448,form_submit,2025-03-09T23:51:26.126715
user_40,session_104,page_4560,463,purchase,2025-03-09T03:01:26.126717
user_49,session_651,page_1226,194,form_submit,2025-03-09T14:32:26.126719
user_12,session_19,page_2644,219,video_play,2025-03-09T11:25:26.126720
user_21,session_244,page_4841,436,page_view,2025-03-09T11:22:26.126722
user_96,session_640,page_3741,434,video_play,2025-03-09T21:02:26.126724
user_56,session_426,page_141,119,page_view,2025-03-09T18:30:26.126725
user_88,session_944,page_3208,34,video_play,2025-03-09T15:56:26.126727
user_77,session_281,page_382,354,purchase,2025-03-09T05:56:26.126729
user_10,session_809,page_3194,64,video_play,2025-03-09T01:05:26.126730
user_64,session_219,page_637,40,ad_click,2025-03-09T07:11:26.126732
user_78,session_437,page_1937,199,page_view,2025-03-09T21:36:26.126734
user_47,session_455,page_14,236,page_view,2025-03-09T16:20:26.126735
user_21,session_72,page_4341,479,video_play,2025-03-09T03:06:26.126737
user_61,session_236,page_2770,561,purchase,2025-03-09T19:39:26.126739
user_78,session_770,page_477,396,purchase,2025-03-09T02:40:26.126740
user_95,session_425,page_1614,249,video_play,2025-03-09T20:12:26.126742
user_93,session_39,page_1149,593,video_play,2025-03-09T02:21:26.126744
user_24,session_947,page_4723,34,video_play,2025-03-09T14:52:26.126745
user_72,session_802,page_1678,553,video_play,2025-03-09T06:48:26.126747
user_7,session_892,page_2728,198,form_submit,2025-03-09T04:50:26.126749
user_95,session_6,page_3644,68,purchase,2025-03-09T03:16:26.126750
user_54,session_317,page_3733,417,purchase,2025-03-09T04:54:26.126752
user_84,session_119,page_1722,241,video_play,2025-03-09T06:11:26.126753
user_58,session_649,page_3172,404,video_play,2025-03-09T19:54:26.126755
user_31,session_548,page_1590,242,purchase,2025-03-09T00:53:26.126757
user_67,session_813,page_159,533,page_view,2025-03-09T14:13:26.126758
user_34,session_905,page_1324,563,video_play,2025-03-09T18:46:26.126760
user_68,session_508,page_1454,165,page_view,2025-03-09T06:53:26.126762
user_39,session_663,page_353,304,ad_click,2025-03-09T21:38:26.126763
user_94,session_488,page_922,557,purchase,2025-03-09T04:20:26.126765
user_7,session_515,page_491,19,video_play,2025-03-09T14:15:26.126767
user_8,session_634,page_435,138,form_submit,2025-03-09T02:53:26.126768
user_93,session_284,page_109,115,ad_click,2025-03-10T00:31:26.126770
user_19,session_293,page_4575,211,ad_click,2025-03-09T07:13:26.126772
user_86,session_3,page_2227,63,page_view,2025-03-09T09:40:26.126773
user_8,session_661,page_3636,361,page_view,2025-03-09T18:14:26.126775
user_21,session_614,page_772,115,page_view,2025-03-09T11:23:26.126777
user_41,session_69,page_3567,12,purchase,2025-03-09T03:08:26.126779
user_35,session_441,page_713,84,ad_click,2025-03-09T21:34:26.126780
user_6,session_112,page_3228,252,ad_click,2025-03-09T06:54:26.126782
user_23,session_780,page_4714,529,page_view,2025-03-09T21:40:26.126784
user_78,session_791,page_947,370,form_submit,2025-03-09T09:30:26.126785
user_2,session_72,page_4611,378,form_submit,2025-03-09T08:02:26.126787
user_68,session_877,page_3524,464,purchase,2025-03-09T19:59:26.126789
user_71,session_672,page_1695,87,form_submit,2025-03-09T03:47:26.126790
user_93,session_632,page_1194,432,form_submit,2025-03-09T10:29:26.126792
user_95,session_724,page_1058,432,form_submit,2025-03-09T23:04:26.126794
user_94,session_762,page_2350,469,ad_click,2025-03-09T23:14:26.126795
