user_id,session_id,pageview_id,session_duration,event_type,event_time
user_24,session_954,page_2194,140,video_play,2025-03-09T18:30:26.128461
user_89,session_802,page_366,440,purchase,2025-03-09T03:27:26.128463
user_85,session_70,page_3982,31,purchase,2025-03-09T05:32:26.128465
user_32,session_908,page_3961,32,ad_click,2025-03-09T02:11:26.128467
user_34,session_867,page_2818,171,purchase,2025-03-09T05:26:26.128469
user_66,session_330,page_269,104,purchase,2025-03-09T14:16:26.128470
user_83,session_549,page_710,488,video_play,2025-03-09T19:41:26.128472
user_4,session_50,page_2982,134,purchase,2025-03-09T04:06:26.128474
user_77,session_282,page_634,219,page_view,2025-03-09T17:17:26.128476
user_14,session_394,page_4832,113,video_play,2025-03-09T22:40:26.128477
user_16,session_121,page_3236,353,video_play,2025-03-09T23:22:26.128479
user_15,session_911,page_1469,537,form_submit,2025-03-09T03:50:26.128481
user_3,session_698,page_4596,229,ad_click,2025-03-09T06:06:26.128483
user_43,session_471,page_4182,86,page_view,2025-03-09T02:13:26.128485
user_96,session_874,page_1929,430,page_view,2025-03-09T10:26:26.128486
user_52,session_826,page_376,281,video_play,2025-03-09T02:26:26.128488
user_92,session_585,page_1827,429,purchase,2025-03-10T00:27:26.128490
user_15,session_336,page_2596,225,video_play,2025-03-09T06:48:26.128492
user_12,session_470,page_3020,332,video_play,2025-03-09T08:09:26.128494
user_50,session_712,page_4929,496,purchase,2025-03-09T04:23:26.128495
user_80,session_195,page_4196,297,form_submit,2025-03-09T00:50:26.128497
user_74,session_785,page_4570,227,form_submit,2025-03-09T08:53:26.128499
user_6,session_225,page_4598,505,form_submit,2025-03-10T00:01:26.128501
user_47,session_319,page_1356,17,video_play,2025-03-09T08:10:26.128503
user_60,session_630,page_1213,332,ad_click,2025-03-09T11:50:26.128505
user_47,session_559,page_4269,345,ad_click,2025-03-09T16:21:26.128506
user_29,session_258,page_3189,428,purchase,2025-03-09T14:04:26.128508
user_61,session_519,page_4187,479,video_play,2025-03-09T16:24:26.128510
user_72,session_640,page_1367,331,purchase,2025-03-09T21:54:26.128512
user_24,session_911,page_1053,319,purchase,2025-03-09T12:52:26.128514
user_30,session_543,page_2268,86,video_play,2025-03-09T16:17:26.128516
user_15,session_613,page_3071,516,form_submit,2025-03-09T08:33:26.128518
user_10,session_626,page_4029,240,page_view,2025-03-09T23:07:26.128519
user_68,session_349,page_2478,133,video_play,2025-03-09T13:29:26.128521
user_19,session_274,page_3297,385,video_play,2025-03-09T21:53:26.128523
user_2,session_949,page_517,393,video_play,2025-03-09T09:37:26.128525
user_75,session_585,page_2648,110,purchase,2025-03-09T12:17:26.128527
user_76,session_775,page_4284,533,page_view,2025-03-09T04:25:26.128528
user_17,session_636,page_2139,478,form_submit,2025-03-09T05:44:26.128530
user_11,session_107,page_1339,144,page_view,2025-03-09T22:03:26.128532
user_23,session_966,page_1760,421,video_play,2025-03-09T02:17:26.128534
user_9,session_165,page_294,285,form_submit,2025-03-09T18:31:26.128536
user_55,session_102,page_578,310,purchase,2025-03-09T21:00:26.128538
user_16,session_129,page_4554,198,form_submit,2025-03-09T19:54:26.128539
user_54,session_773,page_4986,178,form_submit,2025-03-10T00:03:26.128541
user_96,session_558,page_4869,321,form_submit,2025-03-09T06:54:26.128543
user_46,session_399,page_4682,170,ad_click,2025-03-10T00:30:26.128545
user_87,session_590,page_2749,409,video_play,2025-03-09T22:41:26.128547
user_68,session_358,page_3356,564,page_view,2025-03-09T21:42:26.128548
user_37,session_834,page_3071,29,page_view,2025-03-09T18:21:26.128550
user_82,session_893,page_2704,18,ad_click,2025-03-09T14:58:26.128552
user_61,session_287,page_4992,570,video_play,2025-03-09T01:12:26.128554
user_41,session_653,page_3737,454,ad_click,2025-03-09T14:57:26.128556
user_42,session_743,page_4982,11,page_view,2025-03-09T11:08:26.128558
user_3,session_400,page_4090,564,form_submit,2025-03-09T15:31:26.128559
user_95,session_899,page_3533,509,page_view,2025-03-09T21:20:26.128561
user_9,session_510,page_1162,12,purchase,2025-03-09T08:16:26.128563
user_62,session_371,page_2829,138,page_view,2025-03-09T19:40:26.128565
user_86,session_723,page_2388,53,purchase,2025-03-09T04:38:26.128567
user_99,session_653,page_147,265,video_play,2025-03-09T17:06:26.128569
user_72,session_10,page_1441,454,video_play,2025-03-09T09:43:26.128570
user_43,session_356,page_4141,595,form_submit,2025-03-09T11:26:26.128572
user_99,session_365,page_3050,520,page_view,2025-03-09T04:04:26.128574
user_4,session_453,page_2853,231,video_play,2025-03-09T16:56:26.128576
